batch,tier,slug,words,dup_pct,title,src
44,T4,mys-plaka,264,0,"Мыс Плака",
44,T4,kuchuk-lambatskij-haos,261,0,"Кучук-Ламбатский хаос",
45,T4,mavzolej-ben-yude-sultan,259,0,"Мавзолей Бен-Юде-Султан",
45,T4,skala-krest-ili-skala-krestovaya,253,0,"Скала Крест или скала Крестовая",
45,T4,fontan-noch,252,0,"Фонтан Ночь",
45,T4,mavzolej-eski-dyurbe,251,0,"Мавзолей Эски-Дюрбе",
45,T5,kizil-kaya,195,100,"Кизил-Кая",https://jalita.com/big_yalta/forest/kizil-kaya.shtml
45,T5,peshhera-tysyachegolovaya-na-chatyr-dage,698,99,"Пещера тысячеголовая на Чатыр-даге",https://jalita.com/guidebook/legends/chatyr_dag.shtml
45,T5,dacha-sabashnikova,291,99,"Дача Сабашникова",https://jalita.com/big_yalta/simeiz/villa_sabashnikov.shtml
45,T5,legenda-o-kolybeli-spryatannoj-na-gore-basman,1015,98,"Легенда о колыбели, спрятанной на горе Басман",https://jalita.com/guidebook/legends/basman.shtml
45,T5,villa-selbi,137,98,"Вилла «Сельби»",https://jalita.com/big_yalta/simeiz/villa_selbi.shtml
45,T5,tatar-jolu,109,98,"Татар-Йолу",https://jalita.com/guidebook/crimea/tatar-iolu.shtml
46,T5,dacha-akademika-kurchatova-v-mishore,705,97,"Дача академика Курчатова в Мисхоре",https://jalita.com/big_yalta/mishor/kurchatov_cottage.shtml
46,T5,legenda-o-velikom-medvede,669,96,"Легенда о Великом Медведе",https://jalita.com/guidebook/legends/au-dag_great.shtml
46,T5,partizanskaya-peshhera,515,95,"Партизанская пещера",https://jalita.com/guidebook/cave_crimea/partizanskaya.shtml
46,T5,dinastiya-sabashnikovyh,226,95,"Династия Сабашниковых",https://jalita.com/big_yalta/simeiz/sabashnikov.shtml
46,T5,peshhery-dolgorukovskoj-yajly,150,95,"Пещеры Долгоруковской яйлы",https://jalita.com/guidebook/crimea/dolgoruk-yayla_cave.shtml
46,T5,legenda-o-vozniknovenii-georgievskogo-monastyrya,409,94,"Легенда о возникновении Георгиевского монастыря",https://jalita.com/guidebook/legends/legend_georgy.shtml
46,T5,dacha-sviyagina,337,92,"Дача Свиягина",https://jalita.com/big_yalta/simeiz/villa_sviyagina.shtml
46,T5,orografiya-i-osobennosti-relefa-chatyr-daga,231,92,"Орография и особенности рельефа Чатыр-Дага",https://jalita.com/big_yalta/forest/chatyr-dag_relief.shtml
46,T5,averkieva-peshhera,189,91,"Аверкиева пещера",https://jalita.com/guidebook/cave_crimea/averkieva.shtml
46,T5,peshhery-babugana,176,91,"Пещеры Бабугана",https://jalita.com/big_yalta/gurzuf/babugan-yaila_cave.shtml
47,T5,peshhery-yaltinskoj-yajly,92,91,"Пещеры Ялтинской яйлы",https://jalita.com/guidebook/crimea/yalta_yayla_cave.shtml
47,T5,dacha-omyur,469,90,"Дача «Омюр»",https://jalita.com/big_yalta/chehov/omur.shtml
47,T5,gurzufskaya-yajla,376,90,"Гурзуфская яйла",https://jalita.com/big_yalta/gurzuf/gurzufskaya_yaila.shtml
47,T5,dacha-e-l-korobinoj-selyam,322,90,"Дача Е. Л. Коробьиной «Селям»",https://jalita.com/big_yalta/simeiz/villa_selyam.shtml
47,T5,dacha-lansere-hrizolit,247,90,"Дача Лансере «Хризолит»",https://jalita.com/big_yalta/simeiz/villa_hrizolit.shtml
47,T5,obval-v-kuchuk-koe-kuchuk-kojskij-opolzen,188,90,"Обвал в Кучук-Кое (Кучук-Койский оползень)",https://jalita.com/big_yalta/simeiz/landslip_story.shtml
47,T5,pamyatnik-s-kurseitovu,167,90,"Памятник С. Курсеитову",https://jalita.com/guidebook/crimea/dolgoruk-yayla_kurseitov.shtml
47,T5,dacha-nyukta,165,90,"Дача Нюкта",https://jalita.com/big_yalta/simeiz/villa_nukta.shtml
47,T5,istoriya-alupki,103,90,"История Алупки",https://jalita.com/big_yalta/alupka/alupka.shtml
47,T5,peshhera-aleshina-voda,424,89,"Пещера Алешина вода",https://jalita.com/guidebook/cave_crimea/alesha_water.shtml
48,T5,chasovnya-vo-imya-svyatogo-nikolaya,173,89,"Часовня во имя святого Николая",https://jalita.com/big_yalta/yalta/chapel_sea.shtml
48,T5,dinastiya-komstadiusov,894,88,"Династия Комстадиусов",https://jalita.com/big_yalta/mishor/komstadius.shtml
48,T5,legenda-o-medved-gore,518,88,"Легенда о Медведь-горе",https://jalita.com/guidebook/legends/au-dag.shtml
48,T5,ayanskaya-peshhera,437,88,"Аянская пещера",https://jalita.com/guidebook/cave_crimea/ayanskaya.shtml
48,T5,dacha-stankevich-miro-mare,261,88,"Дача Станкевич «Миро-Маре»",https://jalita.com/big_yalta/simeiz/villa_miro-mare.shtml
48,T5,dinastiya-shlee-v-simeize,236,88,"Династия Шлее в Симеизе",https://jalita.com/big_yalta/simeiz/shlee.shtml
48,T5,mavzolej-dzhanike-hanym,235,88,"Мавзолей Джанике-ханым",https://jalita.com/guidebook/cave/mausoleum_djanikee.shtml
48,T5,krymskie-zemletryaseniya-v-literature,225,88,"Крымские землетрясения в литературе",https://jalita.com/guidebook/crimea/earthquake.shtml
48,T5,krymskij-gornyj-klub,159,88,"Крымский горный клуб",https://jalita.com/big_yalta/yalta/crimea_mount_club.shtml
48,T5,pushkinskij-dub,154,88,"Пушкинский дуб",https://jalita.com/big_yalta/gurzuf/pushkin_oak.shtml
49,T5,tavrskie-yashhiki-okolo-gory-aj-nikola,136,88,"Таврские ящики около горы Ай-Никола",https://jalita.com/big_yalta/oreanda/ai-nikola_mogil.shtml
49,T5,peshhera-paniya,444,87,"Пещера Пания",https://jalita.com/guidebook/cave_crimea/pania.shtml
49,T5,grot-cherepaha,245,87,"Грот Черепаха",https://jalita.com/guidebook/cave/kyz-kermen_cherepaha.shtml
49,T5,dacha-subbotinoj,185,87,"Дача Субботиной",https://jalita.com/big_yalta/simeiz/villa_subbotinoy.shtml
49,T5,snezhnaya-peshhera,116,87,"Снежная пещера",https://jalita.com/guidebook/cave_crimea/snejnaya.shtml
49,T5,legenda-o-paragilmene,532,86,"Легенда о Парагильмене",https://jalita.com/guidebook/legends/paragilmen.shtml
49,T5,skala-shishko,249,86,"Скала Шишко",https://jalita.com/big_yalta/forest/shishko.shtml
49,T5,tavrskie-mogilniki-na-gore-koshka,238,86,"Таврские могильники на горе Кошка",https://jalita.com/big_yalta/simeiz/mountain_cat_mogil.shtml
49,T5,yusupovskoe-ozero,226,86,"Юсуповское озеро",https://jalita.com/big_yalta/forest/usupov_lake.shtml
49,T5,peshhera-emine-bair-hosar-2,793,85,"Пещера Эмине-Баир-Хосар",https://jalita.com/guidebook/cave_crimea/emine-bair-hosar.shtml
50,T5,mramornaya-peshhera,659,85,"Мраморная пещера",https://jalita.com/guidebook/cave_crimea/marmoreal_cave.shtml
50,T5,bolshoj-grot-s-istochnikom-kyz-kermen,249,85,"Большой грот с источником (Кыз-Кермен)",https://jalita.com/guidebook/cave/kyz-kermen_spring.shtml
50,T5,basman-5-im-dombrovskogo,222,84,"Басман-5 им. Домбровского",https://jalita.com/guidebook/cave_crimea/basman-5.shtml
50,T5,shherbakov-mihail-fedorovich,147,84,"Щербаков Михаил Федорович",https://jalita.com/big_yalta/nikita/scherbakov_m_f.shtml
50,T5,ustreya-bogaz-astreya-bogaz-nikitskij-bogaz,69,84,"Устрея-Богаз, Астрея-Богаз, Никитский богаз",https://jalita.com/big_yalta/nikita/ustreya_bogaz.shtml
50,T5,mastreiz-pritok,171,83,"Мастреиз, приток",https://jalita.com/big_yalta/yalta/mastreiz.shtml
50,T5,nizhnij-kastropol-i-lesnaya-zona,157,83,"Нижний Кастрополь и лесная зона",https://jalita.com/big_yalta/kastropol/index.shtml
50,T5,stratogaj,153,83,"Стратогай",https://jalita.com/big_yalta/gurzuf/stratogai.shtml
50,T5,villa-barbo-maevka,148,83,"Вилла «Барбо» (Маевка)",https://jalita.com/big_yalta/mishor/maevka.shtml
50,T5,tavrskaya-peshhera,508,82,"Таврская пещера",https://jalita.com/guidebook/cave_crimea/tavrskaya.shtml
51,T5,peshhera-emine-bair-koba,456,82,"Пещера Эмине-Баир-Коба",https://jalita.com/guidebook/cave_crimea/emine-bair-koba.shtml
51,T5,vodohranilishhe-sikorskogo,242,82,"Водохранилище Сикорского",https://jalita.com/big_yalta/alupka/reservoir_sikorskiy.shtml
51,T5,zub-drevnego-nosoroga-v-peshhere-emine-bair-hosar,239,82,"Зуб древнего носорога в пещере Эмине-Баир-Хосар",https://jalita.com/guidebook/cave_crimea/emine-bair-hosar_tooth.shtml
51,T5,basman-3-im-golovkinskogo,168,82,"Басман-3 им. Головкинского",https://jalita.com/guidebook/cave_crimea/basman-3.shtml
51,T5,peshhera-zajtseva,108,82,"Пещера Зайцева",https://jalita.com/guidebook/cave_crimea/zayceva.shtml
51,T5,legendy-kryma,315,81,"Легенды Крыма",https://jalita.com/guidebook/legends/index.shtml
51,T5,usadba-ustinova-vasil-saraj,208,81,"Усадьба Устинова «Василь-Сарай»",https://jalita.com/big_yalta/massandra/ustinov.shtml
51,T5,dolgorukovskaya-yajla,669,80,"Долгоруковская яйла",https://jalita.com/guidebook/crimea/dolgoruk-yayla.shtml
51,T5,barelef-a-nbsp-s-nbsp-pushkina,514,80,"Барельеф А. С. Пушкина",https://jalita.com/big_yalta/gurzuf/pushkin_bareljef.shtml
51,T5,skala-shalyapina,172,80,"Скала Шаляпина",https://jalita.com/big_yalta/gurzuf/skala_shalyapina.shtml
52,T5,stratogaj-gol-1,164,80,"Стратогай-Голь 1",https://jalita.com/big_yalta/gurzuf/stratogai.shtml
52,T5,serebryanaya-besedka,154,80,"Серебряная беседка",https://jalita.com/big_yalta/forest/silver_rotonda.shtml
52,T5,tsabel-nikolaj-egorovich,143,80,"Цабель Николай Егорович",https://jalita.com/big_yalta/nikita/tsabel_n_e.shtml
52,T5,dacha-saklya-saburova,140,80,"Дача «Сакля Сабурова»",https://jalita.com/big_yalta/simeiz/villa_saburov.shtml
52,T5,stavrikajskaya-peshhera,120,80,"Ставрикайская пещера",https://jalita.com/guidebook/cave_crimea/stavrikaiskaya.shtml
52,T5,peshhera-viola-egiz-tinah-3,83,80,"Пещера Виола (Эгиз-Тинах-3)",https://jalita.com/guidebook/cave_crimea/viola.shtml
52,T5,fetta-gol,77,80,"Фетта-Голь",https://jalita.com/guidebook/crimea/yalta_yayla_fetta_gol.shtml
52,T5,peshhera-pastuhova,256,79,"Пещера Пастухова",https://jalita.com/guidebook/cave_crimea/pastuhova.shtml
52,T5,doroga-yalta-aj-petri-bahchisaraj,243,79,"Дорога Ялта — Ай-Петри — Бахчисарай",https://jalita.com/big_yalta/forest/road_yalta_bahchisarai.shtml
52,T5,vystavka-irisov-v-nikitskom-botanicheskom-sadu,224,79,"Выставка ирисов в Никитском ботаническом саду",https://jalita.com/big_yalta/nikita/iris.shtml
53,T5,kiziltash,211,79,"Кизилташ",https://jalita.com/guidebook/crimea/kiziltash.shtml
53,T5,stratogaj-gol-2,90,79,"Стратогай-Голь 2",https://jalita.com/big_yalta/gurzuf/stratogai.shtml
53,T5,legendy-kiziltasha,558,78,"Легенды Кизилташа",https://jalita.com/guidebook/legends/kiziltash.shtml
53,T5,kil-v-doline-kachi,230,78,"Кил в долине Качи",https://jalita.com/guidebook/crimea/kil_kacha.shtml
53,T5,pamyatnik-koshke-v-gurzufe,216,78,"Памятник кошке в Гурзуфе",https://jalita.com/big_yalta/gurzuf/monument_cat.shtml
53,T5,basman-7-im-bachinskogo,153,78,"Басман-7 им. Бачинского",https://jalita.com/guidebook/cave_crimea/basman-7.shtml
53,T5,vorontsovskij-dvorets,75,78,"Воронцовский дворец",https://jalita.com/big_yalta/alupka/ab_castle.shtml
53,T5,palmovaya-alleya-v-nikitskom-botanicheskom-sadu,66,78,"Пальмовая аллея в Никитском ботаническом саду",https://jalita.com/big_yalta/nikita/palm_path.shtml
53,T5,peshhery-na-karabi-yajla,713,77,"Пещеры на Караби-яйла",https://jalita.com/guidebook/crimea/karabi-yayla_cave.shtml
53,T5,peshhera-grifon-derivat-krasnoj-peshhery,556,77,"Пещера Грифон — дериват Красной пещеры",https://jalita.com/guidebook/cave_crimea/grifon.shtml
54,T5,peshhera-sezam,192,77,"Пещера Сезам",https://jalita.com/guidebook/cave_crimea/sezam.shtml
54,T5,krymskaya-peshhera,154,77,"Крымская пещера",https://jalita.com/guidebook/cave_crimea/krymskaya.shtml
54,T5,peshhera-hod-konem,767,76,"Пещера Ход конем",https://jalita.com/guidebook/cave_crimea/hod_konem.shtml
54,T5,peshhera-soldatskaya,663,76,"Пещера «Солдатская»",https://jalita.com/guidebook/cave_crimea/soldatskaya_pravda.shtml
54,T5,babugan-yajla,605,76,"Бабуган-яйла",https://jalita.com/big_yalta/gurzuf/babugan-yaila.shtml
54,T5,peshhera-uzundzha,269,76,"Пещера Узунджа",https://jalita.com/guidebook/cave_crimea/uzundja.shtml
54,T5,yaltinskaya-yajla,228,76,"Ялтинская яйла",https://jalita.com/guidebook/crimea/yalta_yayla.shtml
54,T5,ekskursiya-v-nikitskij-botanicheskij-sad,215,76,"Экскурсия в Никитский ботанический сад",https://jalita.com/big_yalta/nikita/excursion.shtml
54,T5,dubovaya-shahta,71,76,"Дубовая шахта",https://jalita.com/guidebook/cave_crimea/dubovaya_chatyr-dag.shtml
54,T5,karani-hoba-peshhera,296,75,"Карани-Хоба, пещера",https://jalita.com/guidebook/cave_crimea/karani-koba.shtml
55,T5,bychya-peshhera,221,75,"Бычья пещера",https://jalita.com/guidebook/cave_crimea/bishya.shtml
55,T5,treshhinnaya-im-dorofeeva-shahta,192,75,"Трещинная им. Дорофеева шахта",https://jalita.com/guidebook/cave_crimea/dorofeeva.shtml
55,T5,peshhera-terpi-koba,185,75,"Пещера Терпи-Коба",https://jalita.com/guidebook/cave_crimea/terpi-koba.shtml
55,T5,aj-petrinskij-meridian,152,75,"Ай-Петринский меридиан",https://jalita.com/big_yalta/alupka/ai-petry_meridian.shtml
55,T5,peshhera-karabijskaya-3,105,75,"Пещера Карабийская-3",https://jalita.com/guidebook/cave_crimea/karabi-3.shtml
55,T5,romanticheskie-ugolki-kryma-mesta-dlya-potseluev,102,75,"Романтические уголки Крыма: места для поцелуев",https://jalita.com/guidebook/crimea/romantic.shtml
55,T5,basman,760,74,"Басман",https://jalita.com/big_yalta/forest/basman.shtml
55,T5,aj-nikolskaya-peshhera,578,74,"Ай-Никольская пещера",https://jalita.com/guidebook/cave_crimea/ai-nikola.shtml
55,T5,peshhera-gvozdetskogo,246,74,"Пещера Гвоздецкого",https://jalita.com/guidebook/cave_crimea/gvozdetskogo.shtml
55,T5,kush-kaya-gora,186,74,"Куш-Кая, гора",https://jalita.com/big_yalta/laspi/kush-kaya.shtml
56,T5,villa-anastasiya,173,74,"Вилла «Анастасия»",https://jalita.com/big_yalta/yalta/villa_anastasiya.shtml
56,T5,mikryukovy,135,74,"Микрюковы",https://jalita.com/guidebook/crimea/mikrukovy.shtml
56,T5,muzei-kryma,76,74,"Музеи Крыма",https://jalita.com/guidebook/crimea/musems.shtml
56,T5,peshhera-golubinaya,641,73,"Пещера Голубиная",https://jalita.com/guidebook/cave_crimea/golubinaya.shtml
56,T5,chto-takoe-yajla,242,73,"Что такое «яйла»?",https://jalita.com/guidebook/crimea/mountain_pasture.shtml
56,T5,peshhera-preobrazhenskogo,161,73,"Пещера Преображенского",https://jalita.com/guidebook/cave_crimea/preobrajenskogo.shtml
56,T5,dacha-zykovoj,133,73,"Дача Зыковой",https://jalita.com/big_yalta/simeiz/villa_zykovoy.shtml
56,T5,stavrikajskaya-tropa,118,73,"Ставрикайская тропа",https://jalita.com/big_yalta/yalta/stavrikaya_path.shtml
56,T5,peshhera-lyu-hosar,113,73,"Пещера Лю-Хосар",https://jalita.com/guidebook/cave_crimea/lu-hosar.shtml
56,T5,peshhera-yubilejnaya,109,73,"Пещера Юбилейная",https://jalita.com/guidebook/cave_crimea/jubileinaya.shtml
57,T5,syundyurlyu-koba-potuhshaya-peshhera,530,72,"Сюндюрлю-Коба (Потухшая пещера)",https://jalita.com/guidebook/cave_crimea/sundurlu-koba.shtml
57,T5,binbash-koba-tysyachegolovaya-peshhera,272,72,"Бинбаш-коба (Тысячеголовая пещера)",https://jalita.com/guidebook/cave_crimea/binbash-koba.shtml
57,T5,peshhera-kara-murza,245,72,"Пещера Кара-Мурза",https://jalita.com/guidebook/cave_crimea/kara-murza.shtml
57,T5,molodezhnaya-peshhera,190,72,"Молодежная пещера",https://jalita.com/guidebook/cave_crimea/molodejnaya.shtml
57,T5,voshod-poselok,176,72,"Восход, поселок",https://jalita.com/big_yalta/massandra/voshod.shtml
57,T5,70-let-sssr,111,72,"70 лет СССР",https://jalita.com/guidebook/cave_crimea/70_ussr.shtml
57,T5,peshhera-grot-kobazi,93,72,"Пещера (грот) Кобази",https://jalita.com/guidebook/cave_crimea/kobazi.shtml
57,T5,chto-takoe-tip-bazilika,87,72,"Что такое тип «базилика»?",https://jalita.com/guidebook/crimea/bazilika.shtml
57,T5,tropa-gavrel-bogaz,52,72,"Тропа Гаврель-богаз",https://jalita.com/big_yalta/forest/gavrel-bogaz.shtml
57,T5,peshhera-kizil-koba-krasnaya,459,71,"Пещера Кизил-Коба (Красная)",https://jalita.com/guidebook/cave_crimea/kizil-koba/index.shtml
58,T5,dacha-gorbacheva-v-forose-obekt-zarya,443,71,"Дача Горбачева в Форосе, объект «Заря»",https://jalita.com/big_yalta/simeiz/villa_gorbacheva.shtml
58,T5,shahta-kristalnaya-peshhera-maksimovicha,203,71,"Шахта Кристальная (пещера Максимовича)",https://jalita.com/guidebook/cave_crimea/kristalnaya.shtml
58,T5,peshhera-imeni-radzievskogo,148,71,"Пещера имени Радзиевского",https://jalita.com/guidebook/cave_crimea/radzievskogo.shtml
58,T5,moskovskaya,61,71,"Московская",https://jalita.com/guidebook/cave_crimea/moscow.shtml
58,T5,peshhera-monastyr-chokrak-su-teshigi,438,70,"Пещера Монастырь-Чокрак (Су-Тешиги)",https://jalita.com/guidebook/cave_crimea/monastyr-chokrak.shtml
58,T5,peshhera-mar-hosar-marchenko,378,70,"Пещера Мар-Хосар (Марченко)",https://jalita.com/guidebook/cave_crimea/marchenko.shtml
58,T5,peshhera-vyalova,249,70,"Пещера Вялова",https://jalita.com/guidebook/cave_crimea/vyalova.shtml
58,T5,alimova-peshhera,175,70,"Алимова пещера",https://jalita.com/guidebook/cave_crimea/alimova_simf.shtml
58,T5,peshhera-dublyanskogo,152,70,"Пещера Дублянского",https://jalita.com/guidebook/cave_crimea/dublyanskogo_karabi.shtml
58,T5,karstovaya-shahta-kyoppena,113,70,"Карстовая шахта Кёппена",https://jalita.com/guidebook/cave_crimea/keppen.shtml
59,T5,kutuzovskij-fontan,96,70,"Кутузовский фонтан",https://jalita.com/big_yalta/road/kutuzov.shtml
59,T5,peshhera-adzhi-koba,319,69,"Пещера Аджи-Коба",https://jalita.com/guidebook/cave_crimea/adji-koba.shtml
59,T5,gugerdzhin-hosar-golubinyj-kolodets,218,69,"Гугерджин-Хосар (Голубиный колодец)",https://jalita.com/guidebook/cave_crimea/gugerdjin.shtml
59,T5,klimat-dolgorukovskoj-yajly,190,69,"Климат Долгоруковской яйлы",https://jalita.com/guidebook/crimea/dolgoruk-yayla_climate.shtml
59,T5,kamnepadnaya-peshhera,95,69,"Камнепадная пещера",https://jalita.com/guidebook/cave_crimea/kamnepadnaya.shtml
59,T5,karaul-kaya,71,69,"Караул-Кая",https://jalita.com/big_yalta/forest/boika_karaul-kaya.shtml
59,T5,shahta-syuyuryu-kaya,139,68,"Шахта Сююрю-Кая",https://jalita.com/guidebook/cave_crimea/suruu.shtml
59,T5,kurushlyuk-burun,62,68,"Курушлюк-Бурун",https://jalita.com/big_yalta/forest/boika_kurushluk.shtml
59,T5,200-let-simferopolyu,166,67,"200 лет Симферополю",https://jalita.com/guidebook/cave_crimea/200_simferopol.shtml
59,T5,kizil-kaya-bogaz,130,67,"Кизил-Кая-Богаз",https://jalita.com/big_yalta/forest/kizil-kaya_bogaz.shtml
60,T5,pushkinskij-grot-i-skala,205,66,"Пушкинский грот и скала",https://jalita.com/big_yalta/gurzuf/pushkin_grotto.shtml
60,T5,matuba,56,66,"Матуба",https://jalita.com/guidebook/cave_crimea/matuba.shtml
60,T5,peshhera-mamina,237,65,"Пещера Мамина",https://jalita.com/guidebook/cave_crimea/mamina.shtml
60,T5,pereval-gavrel-bogaz,180,65,"Перевал Гаврель-богаз",https://jalita.com/big_yalta/forest/gavrel-bogaz.shtml
60,T5,peshhera-nassonova-anlyusha,152,65,"Пещера Нассонова (Анлюша)",https://jalita.com/guidebook/cave_crimea/nassonova.shtml
60,T5,shahta-troitskogo-harkovskaya,69,65,"Шахта Троицкого (Харьковская)",https://jalita.com/guidebook/cave_crimea/troickogo.shtml
60,T5,peshhera-skazka,75,64,"Пещера Сказка",https://jalita.com/guidebook/cave_crimea/skazka_karabi.shtml
60,T5,peshhera-dzhur-dzhur,208,63,"Пещера Джур-Джур",https://jalita.com/guidebook/cave_crimea/djur-djur_cave.shtml
60,T5,shahta-imeni-a-a-krubera,206,63,"Шахта имени А. А. Крубера",https://jalita.com/guidebook/cave_crimea/krubera.shtml
60,T5,peshhera-mira,181,63,"Пещера Мира",https://jalita.com/guidebook/cave_crimea/mira.shtml
61,T5,dubovaya-peshhera,93,63,"Дубовая пещера",https://jalita.com/guidebook/cave_crimea/dubovaya.shtml
61,T5,nikitskij-pereval,86,63,"Никитский перевал",https://jalita.com/big_yalta/nikita/nikita_pass.shtml
61,T5,shahta-morozova,81,63,"Шахта Морозова",https://jalita.com/guidebook/cave_crimea/morozova.shtml
61,T5,proval-peshhera,342,62,"Провал, пещера",https://jalita.com/guidebook/cave_crimea/proval.shtml
61,T5,suvorovskaya-peshhera,147,62,"Суворовская пещера",https://jalita.com/guidebook/cave_crimea/suvorov.shtml
61,T5,sotira-gora,80,62,"Сотира, гора",https://jalita.com/big_yalta/forest/boika_sotira.shtml
61,T5,aj-petrinskaya-yajla,378,61,"Ай-Петринская яйла",https://jalita.com/big_yalta/alupka/ai-petry_yayla.shtml
61,T5,babuganskaya-peshhera,108,61,"Бабуганская пещера",https://jalita.com/guidebook/cave_crimea/babuganskaya.shtml
61,T5,obelisk-v-alushte-nad-bratskoj-mogiloj,101,61,"Обелиск в Алуште над братской могилой",https://jalita.com/big_yalta/road/alushta.shtml
61,T5,fontan-slyoz-v-nikitskom-botanicheskom-sadu,86,61,"Фонтан слёз в Никитском ботаническом саду",https://jalita.com/big_yalta/nikita/monuments.shtml
62,T5,partizanskij-rodnik-ladoshki,244,60,"Партизанский родник «Ладошки»",https://jalita.com/guidebook/crimea/dolgoruk-yayla_slide.shtml
62,T5,nikitskaya-yajla,209,60,"Никитская яйла",https://jalita.com/big_yalta/nikita/nikita_yaila.shtml
62,T5,nahimovskaya-shahta,160,60,"Нахимовская шахта",https://jalita.com/guidebook/cave_crimea/nahimova.shtml
62,T5,taj-koba-gora,181,59,"Тай-Коба, гора",https://jalita.com/guidebook/crimea/tay_koba.shtml
62,T5,vodopad-kobalar-kozyrek-peshhernyj-ovrag,166,59,"Водопад Кобалар (Козырек, «пещерный овраг»)",https://jalita.com/big_yalta/simeiz/waterfall_kobalar-su.shtml
62,T5,peshhera-im-prof-bagrova,100,59,"Пещера им. проф. Багрова",https://jalita.com/guidebook/cave_crimea/bagrova.shtml
62,T5,peshhera-vahrusheva,72,59,"Пещера Вахрушева",https://jalita.com/guidebook/cave_crimea/vahrusheva.shtml
62,T5,ostanki-bizona-v-peshhere-emine-bair-hosar,186,58,"Останки бизона в пещере Эмине-Баир-Хосар",https://jalita.com/guidebook/cave_crimea/emine-bair-hosar_bizon.shtml
62,T5,peshhera-shherbakova,57,57,"Пещера Щербакова",https://jalita.com/guidebook/cave_crimea/scherbaka.shtml
62,T5,shahta-im-norbera-kastere,188,56,"Шахта им. Норбера Кастере",https://jalita.com/guidebook/cave_crimea/kastere.shtml
63,T5,demir-kapu,185,56,"Демир-Капу",https://jalita.com/big_yalta/forest/demir-kapu_mountin.shtml
63,T5,belbekskaya-tisovaya-roshha,125,56,"Бельбекская тисовая роща",https://jalita.com/guidebook/crimea/belbek_tis.shtml
63,T5,mys-martyan,164,55,"Мыс Мартьян",https://jalita.com/big_yalta/nikita/forest_martyan.shtml
63,T5,sevastopolskaya-peshhera,138,55,"Севастопольская пещера",https://jalita.com/guidebook/cave_crimea/sevastopolskaya.shtml
63,T5,venta,122,55,"Вента",https://jalita.com/guidebook/cave_crimea/venta.shtml
63,T5,shahta-gablitsa,86,55,"Шахта Габлица",https://jalita.com/guidebook/cave_crimea/gablica.shtml
63,T5,peshehodno-velosipednaya-tropa-evrejskaya,232,54,"Пешеходно-велосипедная тропа «Еврейская»",https://jalita.com/big_yalta/simeiz/evreika.shtml
63,T5,mogila-n-p-krivoshty,230,53,"Могила Н. П. Кривошты",https://jalita.com/big_yalta/forest/basman_krivoshta.shtml
63,T5,skulpturnaya-kompozitsiya-devushka-arzy-i-razbojnik-ali-baba-i-rusalka,177,53,"Скульптурная композиция «Девушка Арзы и разбойник Али-Баба» и «Русалка»",https://jalita.com/big_yalta/mishor/mermaid.shtml
63,T5,malaya-kaskadnaya-peshhera,136,53,"Малая Каскадная пещера",https://jalita.com/guidebook/cave_crimea/mal_kaskad.shtml
64,T5,vernadskogo-shahta,111,53,"Вернадского шахта",https://jalita.com/guidebook/cave_crimea/vernadskogo.shtml
64,T5,peshhera-pestovskogo,34,53,"Пещера Пестовского",https://jalita.com/guidebook/cave_crimea/pestovskogo.shtml
64,T5,aryk-bashskaya-peshhera,116,52,"Арык-Башская пещера",https://jalita.com/guidebook/cave_crimea/aryk-bashskaya.shtml
64,T5,peshhera-kirillovskaya,65,52,"Пещера Кирилловская",https://jalita.com/guidebook/cave_crimea/kirilovskaya.shtml
64,T5,peshhera-zhyoltaya-sary-koba,217,51,"Пещера Жёлтая (Сары-коба)",https://jalita.com/guidebook/cave_crimea/yellow.shtml
64,T5,peshhera-druzhba,118,51,"Пещера Дружба",https://jalita.com/guidebook/cave_crimea/drujba.shtml
64,T5,balan-kaya,75,51,"Балан-Кая",https://jalita.com/big_yalta/yalta/balan-kaya.shtml
64,T5,zemlyatresenie-1927-goda-v-yalte,152,50,"Землятресение 1927 года в Ялте",https://jalita.com/big_yalta/swallow_nest/earthquake.shtml
64,T5,peshhera-karabijskaya-1-telyachya,105,50,"Пещера Карабийская-1/Телячья",https://jalita.com/guidebook/cave_crimea/karabi-1.shtml
64,T5,kolonnada-v-nikitskom-botanicheskom-sadu,103,50,"Колоннада в Никитском ботаническом саду",https://jalita.com/big_yalta/nikita/colonnade.shtml
65,T5,ushakovskaya-peshhera,129,49,"Ушаковская пещера",https://jalita.com/guidebook/cave_crimea/ushakov.shtml
65,T5,peshhera-karabijskaya-2-im-kozina,87,49,"Пещера Карабийская-2 (им. Козина)",https://jalita.com/guidebook/cave_crimea/karabi-2.shtml
65,T5,shahta-vulfa,72,49,"Шахта Вульфа",https://jalita.com/guidebook/cave_crimea/vulfa.shtml
65,T5,rezonansnaya-peshhera,87,47,"Резонансная пещера",https://jalita.com/guidebook/cave_crimea/rezonansnaya.shtml
65,T5,peshhera-pallasa,72,47,"Пещера Палласа",https://jalita.com/guidebook/cave_crimea/pallasa.shtml
65,T5,korabl-spetsialnogo-naznacheniya-krym,120,46,"Корабль специального назначения «Крым»",https://jalita.com/big_yalta/yalta/ship_crimea.shtml
65,T5,profsoyuznaya-peshhera,98,46,"Профсоюзная пещера",https://jalita.com/guidebook/cave_crimea/profsouznaya.shtml
